Item Fat Content,Item Identifier,Item Type,Outlet Establishment Year,Outlet Identifier,Outlet Location Type,Outlet Size,Outlet Type,Item Visibility,Item Weight,Sales,Rating
Low Fat,NCQ05,Health and Hygiene,2015,OUT045,Tier 2,Small,Supermarket Type1,0.02165,11.395,150.87,3.2
Low Fat,DRI49,Soft Drinks,2015,OUT045,Tier 2,Small,Supermarket Type1,0.183879,14.15,82.93,3.2
Low Fat,FDF52,Frozen Foods,2020,OUT017,Tier 2,Small,Supermarket Type1,0.069804,9.3,182.93,3.2
Low Fat,FDS43,Fruits and Vegetables,2020,OUT017,Tier 2,Small,Supermarket Type1,0.040744,11.65,185.92,3.2
Low Fat,NCP14,Household,2020,OUT017,Tier 2,Small,Supermarket Type1,0.110914,8.275,106.33,3.2
Low Fat,FDG47,Starchy Foods,2020,OUT017,Tier 2,High,Supermarket Type1,0.070013,12.8,262.83,3.2
Regular,FDC16,Dairy,2015,OUT045,Tier 2,High,Supermarket Type1,0.020612,11.5,84.95,3.2
Regular,FDM57,Snack Foods,2015,OUT045,Tier 2,High,Supermarket Type1,0.076003,11.65,83.49,3.2
Regular,FDA01,Canned,2020,OUT017,Tier 2,High,Supermarket Type1,0.054686,15.0,60.29,3.2
Regular,FDG22,Snack Foods,2020,OUT017,Tier 2,Medium,Supermarket Type1,0.041615,17.6,37.22,3.2
Low Fat,FDP60,Baking Goods,2017,OUT035,Tier 2,Small,Supermarket Type1,0.055908,17.35,99.8,3.2
Low Fat,FDX26,Dairy,2017,OUT035,Tier 2,Small,Supermarket Type1,0.087792,17.7,180.63,3.2
Low Fat,FDT28,Frozen Foods,2017,OUT035,Tier 2,Small,Supermarket Type1,0.063554,13.3,149.47,3.2
Low Fat,DRM23,Hard Drinks,2017,OUT035,Tier 2,Small,Supermarket Type1,0.135708,16.6,170.64,3.2
Low Fat,FDK33,Snack Foods,2017,OUT035,Tier 2,Small,Supermarket Type1,0.011233,17.85,211.56,3.2
Regular,FDP44,Fruits and Vegetables,2017,OUT035,Tier 2,Small,Supermarket Type1,0.079699,16.5,100.63,3.2
Low Fat,FDU38,Dairy,2011,OUT010,Tier 3,Medium,Grocery Store,0.138172,10.8,191.45,3.2
Low Fat,FDU14,Dairy,2011,OUT010,Tier 3,Medium,Grocery Store,0.058169,17.75,249.58,3.2
Low Fat,NCB18,Household,2011,OUT010,Tier 3,High,Grocery Store,0.069113,19.6,90.15,3.2
Low Fat,FDL33,Snack Foods,2011,OUT010,Tier 3,High,Grocery Store,0.167317,7.235,197.55,3.2
Regular,FDQ31,Fruits and Vegetables,2011,OUT010,Tier 3,High,Grocery Store,0.090129,5.785,89.89,3.2
Low Fat,NCT17,Health and Hygiene,2014,OUT013,Tier 3,High,Supermarket Type1,0.041831,10.8,186.62,3.2
Low Fat,DRE27,Dairy,2014,OUT013,Tier 3,High,Supermarket Type1,0.13256,11.85,97.27,3.2
Low Fat,NCZ29,Health and Hygiene,2014,OUT013,Tier 3,High,Supermarket Type1,0.071312,15.0,125.74,3.2
Regular,FDB36,Baking Goods,2014,OUT013,Tier 3,High,Supermarket Type1,0.048487,5.465,131.26,3.2
Low Fat,FDU02,Dairy,2014,OUT013,Tier 3,High,Supermarket Type1,0.102426,13.35,230.64,3.2
Low Fat,NCW17,Health and Hygiene,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.019465,18.0,128.7,3.2
Low Fat,NCQ54,Household,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.012593,17.7,167.65,3.2
Regular,FDX32,Fruits and Vegetables,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.100265,15.1,142.58,3.2
Low Fat,FDW48,Baking Goods,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.008499,18.0,81.36,3.2
Low Fat,FDO23,Breads,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.145718,17.85,94.34,3.2
Low Fat,FDY55,Fruits and Vegetables,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.073719,16.75,255.8,3.2
Regular,FDZ23,Baking Goods,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.067176,17.75,187.12,3.2
Regular,FDB04,Dairy,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.06292,11.35,88.99,3.2
Regular,FDJ55,Meat,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.023417,12.8,223.84,3.2
Regular,FDI10,Snack Foods,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.078025,8.51,171.44,3.2
Regular,FDQ28,Frozen Foods,2014,OUT013,Tier 3,High,Supermarket Type1,0.060377,14.0,154.57,3.1
Low Fat,DRH03,Dairy,2018,OUT019,Tier 1,Small,Grocery Store,0.061393,17.25,91.81,3.1
Low Fat,DRK37,Soft Drinks,2016,OUT046,Tier 1,Small,Supermarket Type1,0.044005,5.0,188.85,3.1
Regular,FDS58,Snack Foods,2014,OUT013,Tier 3,High,Supermarket Type1,0.020989,9.285,158.66,3.1
Regular,FDS28,Frozen Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.08253,8.18,56.96,3.1
Low Fat,FDD50,Canned,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.141862,18.85,171.01,3.1
Low Fat,FDT31,Fruits and Vegetables,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.012468,19.75,188.19,3.1
Low Fat,NCK29,Health and Hygiene,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.125965,5.615,124.77,3.1
Low Fat,NCA41,Health and Hygiene,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.032637,16.75,191.62,3.1
Low Fat,NCQ30,Household,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.029117,7.725,123.04,3.1
Low Fat,NCU42,Household,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.019537,9.0,170.05,3.1
Low Fat,NCN43,Others,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.00677,12.15,124.47,3.1
Regular,FDY49,Canned,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.012031,17.2,166.62,3.1
Regular,FDJ44,Fruits and Vegetables,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.106493,12.3,176.34,3.1
Regular,FDZ21,Snack Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.039283,17.6,94.64,3.1
Low Fat,NCV54,Household,2018,OUT019,Tier 1,Small,Grocery Store,0.057969,11.1,119.31,3.1
Low Fat,FDZ33,Snack Foods,2018,OUT019,Tier 1,Small,Grocery Store,0.188038,10.195,146.41,3.1
Low Fat,FDY59,Baking Goods,2016,OUT046,Tier 1,Small,Supermarket Type1,0.031403,8.195,93.85,3.1
Regular,FDM24,Baking Goods,2016,OUT046,Tier 1,Small,Supermarket Type1,0.079327,6.135,152.84,3.1
Regular,FDH44,Fruits and Vegetables,2016,OUT046,Tier 1,Small,Supermarket Type1,0.025872,19.1,145.74,3.1
Low Fat,FDX50,Dairy,2015,OUT045,Tier 2,Medium,Supermarket Type1,0.074779,20.1,110.72,3.1
Low Fat,FDW47,Breads,2015,OUT045,Tier 2,Medium,Supermarket Type1,0.046469,15.0,123.84,3.1
Low Fat,NCA29,Household,2020,OUT017,Tier 2,Small,Supermarket Type1,0.027431,10.5,171.11,3.1
Low Fat,FDL43,Meat,2020,OUT017,Tier 2,High,Supermarket Type1,0.027217,10.1,76.07,3.1
Regular,FDE17,Frozen Foods,2020,OUT017,Tier 2,High,Supermarket Type1,0.054764,20.1,150.94,3.1
Regular,FDF45,Fruits and Vegetables,2020,OUT017,Tier 2,Medium,Supermarket Type1,0.012274,18.2,60.09,3.1
Regular,FDG14,Canned,2015,OUT045,Tier 2,Medium,Supermarket Type1,0.050603,9.0,150.9,3.1
Low Fat,FDT40,Frozen Foods,2017,OUT035,Tier 2,Small,Supermarket Type1,0.069804,5.985,125.27,3.1
Low Fat,DRM47,Hard Drinks,2017,OUT035,Tier 2,Small,Supermarket Type1,0.043777,9.3,192.98,3.1
Low Fat,NCH29,Health and Hygiene,2017,OUT035,Tier 2,Small,Supermarket Type1,0.034467,5.51,96.77,3.1
Low Fat,NCZ42,Household,2017,OUT035,Tier 2,Small,Supermarket Type1,0.011286,10.5,235.82,3.1
Regular,FDC59,Starchy Foods,2017,OUT035,Tier 2,Small,Supermarket Type1,0.054619,16.7,65.52,3.1
Low Fat,FDC26,Canned,2011,OUT010,Tier 3,Medium,Grocery Store,0.211539,10.195,110.99,3.1
Regular,FDD38,Canned,2011,OUT010,Tier 3,High,Grocery Store,0.013711,16.75,100.27,3.1
Low Fat,NCI43,Household,2014,OUT013,Tier 3,High,Supermarket Type1,0.025947,19.85,46.94,3.1
Low Fat,NCP53,Health and Hygiene,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.033024,14.75,236.69,3.1
Low Fat,NCQ41,Health and Hygiene,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.01956,14.8,193.78,3.1
Low Fat,NCO54,Household,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.014332,19.5,57.16,3.1
Low Fat,FDQ46,Snack Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.104236,7.51,111.75,3.1
Low Fat,FDK46,Snack Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.051677,9.6,258.06,3.1
Low Fat,DRL60,Soft Drinks,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.02717,8.52,151.07,3.1
Regular,FDL25,Breakfast,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.131458,6.92,90.58,3.1
Regular,FDC29,Frozen Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.024304,8.39,114.02,3.1
Low Fat,FDA50,Dairy,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.086753,16.25,98.14,3.1
Low Fat,FDL10,Snack Foods,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.039301,8.395,99.5,3.1
Regular,FDZ25,Canned,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.027483,15.7,169.38,3.1
Regular,FDS32,Fruits and Vegetables,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.02951,17.75,141.98,3.1
Regular,FDR15,Meat,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.033276,9.3,153.83,3.1
Regular,FDW22,Snack Foods,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.030144,9.695,222.01,3.1
Regular,FDS02,Dairy,2018,OUT019,Tier 1,Small,Grocery Store,0.255395,10.195,196.88,3.0
Regular,FDC29,Frozen Foods,2016,OUT046,Tier 1,Small,Supermarket Type1,0.024206,8.39,114.02,3.0
Regular,FDJ38,Canned,2017,OUT035,Tier 2,Small,Supermarket Type1,0.040198,8.6,190.15,3.0
Low Fat,FDK44,Fruits and Vegetables,2020,OUT017,Tier 2,Small,Supermarket Type1,0.122919,16.6,173.07,3.0
Low Fat,DRF27,Dairy,2018,OUT019,Tier 1,Small,Grocery Store,0.049755,8.93,152.13,3.0
Regular,FDZ32,Fruits and Vegetables,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.038288,7.785,103.2,3.0
Low Fat,DRE60,Soft Drinks,2015,OUT045,Tier 2,Small,Supermarket Type1,0.159658,9.395,224.97,3.0
Low Fat,FDB17,Frozen Foods,2015,OUT045,Tier 2,Small,Supermarket Type1,0.036746,13.15,181.3,3.0
Low Fat,FDX14,Dairy,2018,OUT019,Tier 1,Small,Grocery Store,0.13121,13.1,74.04,3.0
Low Fat,FDU52,Frozen Foods,2015,OUT045,Tier 2,Medium,Supermarket Type1,0.0639,7.56,157.26,3.0
Low Fat,FDZ22,Snack Foods,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.045051,9.395,84.92,3.0
Low Fat,NCQ50,Household,2020,OUT017,Tier 2,Medium,Supermarket Type1,0.034501,18.75,211.72,3.0
Regular,FDG38,Canned,2014,OUT013,Tier 3,High,Supermarket Type1,0.052685,8.975,83.32,3.0
Low Fat,FDK15,Meat,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.098567,10.8,98.3,3.0
Low Fat,NCL19,Others,2014,OUT013,Tier 3,High,Supermarket Type1,0.015663,15.35,143.95,3.0
Regular,FDO10,Snack Foods,2015,OUT045,Tier 2,Medium,Supermarket Type1,0.070866,13.65,55.86,3.0
Low Fat,DRK35,Hard Drinks,2017,OUT035,Tier 2,Small,Supermarket Type1,0.071833,8.365,36.15,3.0
Low Fat,FDN21,Snack Foods,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.076483,18.6,163.12,3.0
Low Fat,FDB34,Snack Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.026718,15.25,85.22,3.0
Low Fat,FDA45,Snack Foods,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.154627,21.25,177.64,3.0
Low Fat,FDT49,Canned,2020,OUT017,Tier 2,Medium,Supermarket Type1,0.152262,7.0,105.73,3.0
Low Fat,FDC26,Canned,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.126898,10.195,110.69,3.0
Low Fat,FDI26,Canned,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.034941,5.94,177.33,3.0
Low Fat,FDI15,Dairy,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.076701,13.8,263.79,3.0
Low Fat,FDA14,Dairy,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.065285,16.1,145.08,3.0
Low Fat,FDG53,Frozen Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.045928,10.0,138.12,3.0
Low Fat,FDS40,Frozen Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.014041,15.35,38.42,3.0
Low Fat,FDP32,Fruits and Vegetables,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.087806,6.65,126.77,3.0
Low Fat,FDS55,Fruits and Vegetables,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.08129,7.02,147.37,3.0
Low Fat,NCC42,Health and Hygiene,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.044978,15.0,140.88,3.0
Low Fat,NCX41,Health and Hygiene,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.017747,19.0,210.82,3.0
Low Fat,FDP39,Meat,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.069533,12.65,51.83,3.0
Low Fat,FDR33,Snack Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.026831,7.31,108.06,3.0
Regular,FDI60,Baking Goods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.038381,7.22,62.35,3.0
Regular,FDH60,Baking Goods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.074331,19.7,194.41,3.0
Regular,FDY01,Canned,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.170548,11.8,113.88,3.0
Regular,FDS02,Dairy,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.146094,10.195,196.18,3.0
Regular,FDS15,Meat,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.078182,9.195,106.76,3.0
Regular,FDT15,Meat,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.042748,12.15,183.7,3.0
Regular,FDY34,Snack Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.010999,10.5,164.38,3.0
Regular,FDU45,Snack Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.035561,15.6,112.15,3.0
Regular,FDS34,Snack Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.076878,19.35,113.95,3.0
Low Fat,FDS12,Baking Goods,2018,OUT019,Tier 1,Small,Grocery Store,0.304859,9.1,125.44,3.0
Low Fat,FDN13,Breakfast,2018,OUT019,Tier 1,Small,Grocery Store,0.266234,18.6,98.54,3.0
Low Fat,FDQ13,Canned,2018,OUT019,Tier 1,Small,Grocery Store,0.018632,11.1,82.99,3.0
Low Fat,FDW13,Canned,2018,OUT019,Tier 1,Small,Grocery Store,0.171384,8.5,50.53,3.0
Low Fat,FDC04,Dairy,2018,OUT019,Tier 1,Small,Grocery Store,0.078764,15.6,241.39,3.0
Low Fat,FDE45,Fruits and Vegetables,2018,OUT019,Tier 1,Small,Grocery Store,0.07066,12.1,180.4,3.0
Regular,FDB41,Frozen Foods,2018,OUT019,Tier 1,Small,Grocery Store,0.170383,19.0,45.27,3.0
Regular,FDZ16,Frozen Foods,2018,OUT019,Tier 1,Small,Grocery Store,0.279887,16.85,193.15,3.0
Low Fat,DRH39,Dairy,2018,OUT019,Tier 1,Small,Grocery Store,0.076701,20.7,75.97,3.0
Low Fat,DRG15,Dairy,2016,OUT046,Tier 1,Small,Supermarket Type1,0.076736,6.13,62.45,3.0
Low Fat,DRK39,Dairy,2016,OUT046,Tier 1,Small,Supermarket Type1,0.049865,7.02,82.92,3.0
Low Fat,DRH15,Dairy,2016,OUT046,Tier 1,Small,Supermarket Type1,0.109911,8.775,41.94,3.0
Low Fat,FDC56,Fruits and Vegetables,2016,OUT046,Tier 1,Small,Supermarket Type1,0.121521,7.72,118.24,3.0
Low Fat,FDD09,Fruits and Vegetables,2016,OUT046,Tier 1,Small,Supermarket Type1,0.021496,13.5,180.6,3.0
Low Fat,DRF23,Hard Drinks,2016,OUT046,Tier 1,Small,Supermarket Type1,0.070547,4.61,173.84,3.0
Low Fat,DRJ59,Hard Drinks,2016,OUT046,Tier 1,Small,Supermarket Type1,0.019372,11.65,40.62,3.0
Low Fat,NCY06,Household,2016,OUT046,Tier 1,Small,Supermarket Type1,0.061185,15.25,132.1,3.0
Regular,FDY11,Baking Goods,2016,OUT046,Tier 1,Small,Supermarket Type1,0.02956,6.71,65.81,3.0
Regular,FDZ49,Canned,2016,OUT046,Tier 1,Small,Supermarket Type1,0.133146,11.0,218.48,3.0
Regular,FDA51,Dairy,2016,OUT046,Tier 1,Small,Supermarket Type1,0.16468,8.05,112.15,3.0
Regular,FDT14,Dairy,2016,OUT046,Tier 1,Small,Supermarket Type1,0.127727,10.695,121.14,3.0
Regular,FDV16,Frozen Foods,2016,OUT046,Tier 1,Small,Supermarket Type1,0.082931,7.75,35.26,3.0
Regular,FDR19,Fruits and Vegetables,2016,OUT046,Tier 1,Small,Supermarket Type1,0.159721,13.5,147.61,3.0
Regular,FDQ27,Meat,2016,OUT046,Tier 1,Small,Supermarket Type1,0.044253,5.19,102.6,3.0
Regular,FDK58,Snack Foods,2016,OUT046,Tier 1,Small,Supermarket Type1,0.070866,11.35,101.5,3.0
Regular,FDG22,Snack Foods,2016,OUT046,Tier 1,Small,Supermarket Type1,0.041381,17.6,35.02,3.0
Low Fat,NCU54,Household,2015,OUT045,Tier 2,Medium,Supermarket Type1,0.098822,8.88,209.63,3.0
Low Fat,NCQ17,Health and Hygiene,2020,OUT017,Tier 2,Medium,Supermarket Type1,0.117594,10.3,154.46,3.0
Low Fat,FDF17,Frozen Foods,2015,OUT045,Tier 2,Medium,Supermarket Type1,0.042707,5.19,197.81,3.0
Low Fat,FDT43,Fruits and Vegetables,2015,OUT045,Tier 2,Medium,Supermarket Type1,0.02059,16.35,53.23,3.0
Low Fat,NCN05,Health and Hygiene,2015,OUT045,Tier 2,Small,Supermarket Type1,0.014489,8.235,183.8,3.0
Low Fat,NCS30,Household,2015,OUT045,Tier 2,Small,Supermarket Type1,0.093215,5.945,129.17,3.0
Low Fat,NCH30,Household,2015,OUT045,Tier 2,Small,Supermarket Type1,0.06729,17.1,114.59,3.0
Low Fat,FDF33,Seafood,2015,OUT045,Tier 2,Small,Supermarket Type1,0.021579,7.97,105.96,3.0
Low Fat,FDQ09,Snack Foods,2015,OUT045,Tier 2,Small,Supermarket Type1,0.070866,7.235,115.18,3.0
Low Fat,FDW34,Snack Foods,2015,OUT045,Tier 2,Small,Supermarket Type1,0.035651,9.6,244.92,3.0
Low Fat,FDY45,Snack Foods,2015,OUT045,Tier 2,Small,Supermarket Type1,0.026195,17.5,252.64,3.0
Low Fat,FDI26,Canned,2020,OUT017,Tier 2,Small,Supermarket Type1,0.035084,5.94,176.43,3.0
Low Fat,FDX40,Frozen Foods,2020,OUT017,Tier 2,Small,Supermarket Type1,0.099553,12.85,40.02,3.0
Low Fat,FDR08,Fruits and Vegetables,2020,OUT017,Tier 2,Small,Supermarket Type1,0.037836,18.7,111.19,3.0
Low Fat,NCW53,Health and Hygiene,2020,OUT017,Tier 2,Small,Supermarket Type1,0.030668,18.35,193.42,3.0
Low Fat,NCX30,Household,2020,OUT017,Tier 2,High,Supermarket Type1,0.026771,16.7,246.38,3.0
Low Fat,FDU34,Snack Foods,2020,OUT017,Tier 2,High,Supermarket Type1,0.07562,18.25,123.8,3.0
Low Fat,DRI37,Soft Drinks,2020,OUT017,Tier 2,High,Supermarket Type1,0.108206,15.85,58.39,3.0
Regular,FDZ23,Baking Goods,2015,OUT045,Tier 2,High,Supermarket Type1,0.06764,17.75,187.62,3.0
Regular,FDV26,Dairy,2015,OUT045,Tier 2,High,Supermarket Type1,0.076315,20.25,196.78,3.0
Regular,FDR52,Frozen Foods,2015,OUT045,Tier 2,High,Supermarket Type1,0.076199,12.65,191.38,3.0
Regular,FDT07,Fruits and Vegetables,2015,OUT045,Tier 2,High,Supermarket Type1,0.077476,5.82,255.33,3.0
Regular,FDF44,Fruits and Vegetables,2015,OUT045,Tier 2,High,Supermarket Type1,0.059849,7.17,129.5,3.0
Regular,FDR19,Fruits and Vegetables,2015,OUT045,Tier 2,High,Supermarket Type1,0.160045,13.5,145.41,3.0
Regular,FDF57,Fruits and Vegetables,2015,OUT045,Tier 2,High,Supermarket Type1,0.058947,14.5,168.64,3.0
Regular,FDI21,Snack Foods,2015,OUT045,Tier 2,High,Supermarket Type1,0.056718,5.59,62.92,3.0
Regular,FDS58,Snack Foods,2015,OUT045,Tier 2,High,Supermarket Type1,0.021049,9.285,161.06,3.0
Regular,FDX49,Canned,2020,OUT017,Tier 2,High,Supermarket Type1,0.102408,4.615,234.33,3.0
Regular,FDM02,Canned,2020,OUT017,Tier 2,High,Supermarket Type1,0.074152,12.5,88.62,3.0
Regular,FDK03,Dairy,2020,OUT017,Tier 2,High,Supermarket Type1,0.074339,12.6,255.54,3.0
Regular,FDG41,Frozen Foods,2020,OUT017,Tier 2,High,Supermarket Type1,0.076995,8.84,112.02,3.0
Regular,FDW43,Fruits and Vegetables,2020,OUT017,Tier 2,Medium,Supermarket Type1,0.022552,20.1,226.6,3.0
Regular,FDC10,Snack Foods,2020,OUT017,Tier 2,Medium,Supermarket Type1,0.07329,9.8,120.81,3.0
Regular,DRB48,Soft Drinks,2020,OUT017,Tier 2,Medium,Supermarket Type1,0.024994,16.75,37.48,3.0
Low Fat,DRF01,Soft Drinks,2017,OUT035,Tier 2,Small,Supermarket Type1,0.175047,5.655,146.91,3.0
Low Fat,FDS48,Baking Goods,2017,OUT035,Tier 2,Small,Supermarket Type1,0.027774,15.15,152.37,3.0
Low Fat,FDS23,Breads,2017,OUT035,Tier 2,Small,Supermarket Type1,0.140862,4.635,126.5,3.0
Low Fat,FDV35,Breads,2017,OUT035,Tier 2,Small,Supermarket Type1,0.128182,19.5,156.13,3.0
Low Fat,DRF27,Dairy,2017,OUT035,Tier 2,Small,Supermarket Type1,0.028412,8.93,152.33,3.0
Low Fat,FDV14,Dairy,2017,OUT035,Tier 2,Small,Supermarket Type1,0.044489,19.85,89.49,3.0
Low Fat,FDQ20,Fruits and Vegetables,2017,OUT035,Tier 2,Small,Supermarket Type1,0.029779,8.325,39.31,3.0
Low Fat,FDT43,Fruits and Vegetables,2017,OUT035,Tier 2,Small,Supermarket Type1,0.020544,16.35,49.93,3.0
Low Fat,DRN35,Hard Drinks,2017,OUT035,Tier 2,Small,Supermarket Type1,0.070234,8.01,34.95,3.0
Low Fat,NCF07,Household,2017,OUT035,Tier 2,Small,Supermarket Type1,0.032016,9.0,99.6,3.0
Low Fat,FDL45,Snack Foods,2017,OUT035,Tier 2,Small,Supermarket Type1,0.037681,15.6,123.77,3.0
Low Fat,FDL34,Snack Foods,2017,OUT035,Tier 2,Small,Supermarket Type1,0.040938,16.0,141.15,3.0
Low Fat,FDR09,Snack Foods,2017,OUT035,Tier 2,Small,Supermarket Type1,0.07771,18.25,259.7,3.0
Low Fat,DRN36,Soft Drinks,2017,OUT035,Tier 2,Small,Supermarket Type1,0.050168,15.2,95.38,3.0
Regular,FDM50,Canned,2017,OUT035,Tier 2,Small,Supermarket Type1,0.030083,13.0,61.92,3.0
Regular,FDA26,Dairy,2017,OUT035,Tier 2,Small,Supermarket Type1,0.073906,7.855,218.45,3.0
Regular,FDS04,Frozen Foods,2017,OUT035,Tier 2,Small,Supermarket Type1,0.146635,10.195,139.08,3.0
Regular,FDS16,Frozen Foods,2017,OUT035,Tier 2,Small,Supermarket Type1,0.066164,15.15,147.38,3.0
Regular,FDB29,Frozen Foods,2017,OUT035,Tier 2,Small,Supermarket Type1,0.052402,16.7,115.12,3.0
Regular,FDZ43,Fruits and Vegetables,2017,OUT035,Tier 2,Small,Supermarket Type1,0.057048,11.0,240.45,3.0
Regular,FDE56,Fruits and Vegetables,2017,OUT035,Tier 2,Small,Supermarket Type1,0.159165,17.25,63.42,3.0
Regular,FDU20,Fruits and Vegetables,2017,OUT035,Tier 2,Small,Supermarket Type1,0.021453,19.35,120.31,3.0
Regular,FDD23,Starchy Foods,2017,OUT035,Tier 2,Small,Supermarket Type1,0.048676,9.5,187.79,3.0
Low Fat,FDX24,Baking Goods,2017,OUT035,Tier 2,Small,Supermarket Type1,0.013926,8.355,93.05,3.0
Regular,FDH44,Fruits and Vegetables,2017,OUT035,Tier 2,Small,Supermarket Type1,0.025867,19.1,147.64,3.0
Low Fat,NCL53,Health and Hygiene,2011,OUT010,Tier 3,Medium,Grocery Store,0.06065,7.5,177.4,3.0
Low Fat,FDU35,Breads,2011,OUT010,Tier 3,Medium,Grocery Store,0.13259,6.44,98.17,3.0
Low Fat,DRI01,Soft Drinks,2011,OUT010,Tier 3,High,Grocery Store,0.057667,7.97,172.14,3.0
Regular,FDE05,Frozen Foods,2011,OUT010,Tier 3,High,Grocery Store,0.054321,10.895,146.21,3.0
Low Fat,FDJ48,Baking Goods,2014,OUT013,Tier 3,High,Supermarket Type1,0.056388,11.3,245.41,3.0
Low Fat,FDT49,Canned,2014,OUT013,Tier 3,High,Supermarket Type1,0.15128,7.0,107.03,3.0
Low Fat,FDA38,Dairy,2014,OUT013,Tier 3,High,Supermarket Type1,0.025459,5.44,241.25,3.0
Low Fat,FDM20,Fruits and Vegetables,2014,OUT013,Tier 3,High,Supermarket Type1,0.038654,10.0,245.41,3.0
Low Fat,NCF31,Household,2014,OUT013,Tier 3,High,Supermarket Type1,0.051804,9.13,150.2,3.0
Low Fat,NCC06,Household,2014,OUT013,Tier 3,High,Supermarket Type1,0.026964,19.0,129.83,3.0
Low Fat,NCB43,Household,2014,OUT013,Tier 3,High,Supermarket Type1,0.064963,20.2,187.19,3.0
Low Fat,FDB47,Snack Foods,2014,OUT013,Tier 3,High,Supermarket Type1,0.07137,8.8,209.16,3.0
Low Fat,FDX58,Snack Foods,2014,OUT013,Tier 3,High,Supermarket Type1,0.043727,13.15,182.6,3.0
Regular,FDJ14,Canned,2014,OUT013,Tier 3,High,Supermarket Type1,0.050029,10.3,80.1,3.0
Regular,FDA40,Frozen Foods,2014,OUT013,Tier 3,High,Supermarket Type1,0.099189,16.0,88.99,3.0
Regular,FDN46,Snack Foods,2014,OUT013,Tier 3,High,Supermarket Type1,0.144511,7.21,100.53,3.0
Regular,FDG34,Snack Foods,2014,OUT013,Tier 3,High,Supermarket Type1,0.037539,11.5,106.93,3.0
Regular,FDX57,Snack Foods,2014,OUT013,Tier 3,High,Supermarket Type1,0.070866,17.25,95.21,3.0
Low Fat,FDE29,Frozen Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.143712,8.905,60.29,3.0
